Name,Category,Film,Win_Oscar?,Year_Ceremony,Gender,Race or Ethnicity,Sexual orientation,Religion,Age
Fred Zinnemann,DIRECTING,A Man for All Seasons,True,1967,Male,White,Straight,Jewish,50
Richard Brooks,DIRECTING,The Professionals,False,1967,Male,White,Straight,Jewish,50
Mike Nichols,DIRECTING,Who's Afraid of Virginia Woolf?,False,1967,Male,White,Straight,Jewish,30
Warren Beatty,ACTOR,Bonnie and Clyde,False,1968,Male,White,Straight,Baptist,30
Dustin Hoffman,ACTOR,The Graduate,False,1968,Male,White,Straight,Jewish,30
Paul Newman,ACTOR,Cool Hand Luke,False,1968,Male,White,Straight,Jewish,40
Rod Steiger,ACTOR,In the Heat of the Night,True,1968,Male,White,Straight,Lutheran,40
Spencer Tracy,ACTOR,Guess Who's Coming to Dinner,False,1968,Male,White,Straight,Roman Catholic,60
John Cassavetes,ACTOR IN A SUPPORTING ROLE,The Dirty Dozen,False,1968,Male,White,Straight,Na,30
Gene Hackman,ACTOR IN A SUPPORTING ROLE,Bonnie and Clyde,False,1968,Male,White,Straight,Na,30
Cecil Kellaway,ACTOR IN A SUPPORTING ROLE,Guess Who's Coming to Dinner,False,1968,Male,White,Straight,Na,70
George Kennedy,ACTOR IN A SUPPORTING ROLE,Cool Hand Luke,True,1968,Male,White,Straight,Na,40
Michael J. Pollard,ACTOR IN A SUPPORTING ROLE,Bonnie and Clyde,False,1968,Male,White,Straight,Na,20
Anne Bancroft,ACTRESS,The Graduate,False,1968,Female,White,Straight,Roman Catholic,30
Faye Dunaway,ACTRESS,Bonnie and Clyde,False,1968,Female,White,Straight,Roman Catholic,20
Dame Edith Evans,ACTRESS,The Whisperers,False,1968,Female,White,Straight,Christian Science,80
Audrey Hepburn,ACTRESS,Wait until Dark,False,1968,Female,White,Straight,Christian Science,30
Katharine Hepburn,ACTRESS,Guess Who's Coming to Dinner,True,1968,Female,White,Bisexual,Atheist,60
Carol Channing,ACTRESS IN A SUPPORTING ROLE,Thoroughly Modern Millie,False,1968,Female,Multiracial,Straight,Christian Science,40
Mildred Natwick,ACTRESS IN A SUPPORTING ROLE,Barefoot in the Park,False,1968,Female,White,Na,Christian Science,60
Estelle Parsons,ACTRESS IN A SUPPORTING ROLE,Bonnie and Clyde,True,1968,Female,White,Straight,Na,40
Beah Richards,ACTRESS IN A SUPPORTING ROLE,Guess Who's Coming to Dinner,False,1968,Female,Black,Straight,Na,40
Katharine Ross,ACTRESS IN A SUPPORTING ROLE,The Graduate,False,1968,Female,White,Straight,Na,20
Arthur Penn,DIRECTING,Bonnie and Clyde,False,1968,Male,White,Straight,Na,40
Mike Nichols,DIRECTING,The Graduate,True,1968,Male,White,Straight,Jewish,30
Stanley Kramer,DIRECTING,Guess Who's Coming to Dinner,False,1968,Male,White,Straight,Jewish,50
Richard Brooks,DIRECTING,In Cold Blood,False,1968,Male,White,Straight,Jewish,50
Norman Jewison,DIRECTING,In the Heat of the Night,False,1968,Male,White,Straight,Na,40
Alan Arkin,ACTOR,The Heart Is a Lonely Hunter,False,1969,Male,White,Straight,Jewish,30
Alan Bates,ACTOR,The Fixer,False,1969,Male,White,Bisexual,Na,30
Ron Moody,ACTOR,Oliver!,False,1969,Male,White,Straight,Jewish,40
Peter O'Toole,ACTOR,The Lion in Winter,False,1969,Male,White,Straight,Roman Catholic,30
Cliff Robertson,ACTOR,Charly,True,1969,Male,White,Straight,Na,40
Jack Albertson,ACTOR IN A SUPPORTING ROLE,The Subject Was Roses,True,1969,Male,White,Na,Na,60
Seymour Cassel,ACTOR IN A SUPPORTING ROLE,Faces,False,1969,Male,White,Straight,Na,30
Daniel Massey,ACTOR IN A SUPPORTING ROLE,Star!,False,1969,Male,White,Straight,Na,30
Jack Wild,ACTOR IN A SUPPORTING ROLE,Oliver!,False,1969,Male,White,Straight,Born-Again Christian,10
Gene Wilder,ACTOR IN A SUPPORTING ROLE,The Producers,False,1969,Male,White,Straight,Jewish,30
Katharine Hepburn,ACTRESS,The Lion in Winter,True,1969,Female,White,Bisexual,Atheist,60
Patricia Neal,ACTRESS,The Subject Was Roses,False,1969,Female,White,Straight,Roman Catholic,40
Vanessa Redgrave,ACTRESS,Isadora,False,1969,Female,White,Straight,Na,30
Barbra Streisand,ACTRESS,Funny Girl,True,1969,Female,White,Straight,Jewish,20
Joanne Woodward,ACTRESS,"Rachel, Rachel",False,1969,Female,White,Straight,Na,30
Lynn Carlin,ACTRESS IN A SUPPORTING ROLE,Faces,False,1969,Female,White,Straight,Na,30
Ruth Gordon,ACTRESS IN A SUPPORTING ROLE,Rosemary's Baby,True,1969,Female,White,Straight,Na,70
Sondra Locke,ACTRESS IN A SUPPORTING ROLE,The Heart Is a Lonely Hunter,False,1969,Female,White,Straight,Na,20
Kay Medford,ACTRESS IN A SUPPORTING ROLE,Funny Girl,False,1969,Female,White,Na,Roman Catholic,50
Estelle Parsons,ACTRESS IN A SUPPORTING ROLE,"Rachel, Rachel",False,1969,Female,White,Straight,Na,40
Gillo Pontecorvo,DIRECTING,The Battle of Algiers,False,1969,Male,White,Straight,Na,40
Anthony Harvey,DIRECTING,The Lion in Winter,False,1969,Male,White,Na,Na,30
Carol Reed,DIRECTING,Oliver!,True,1969,Male,White,Straight,Na,60
Franco Zeffirelli,DIRECTING,Romeo and Juliet,False,1969,Male,White,Gay,Roman Catholic,40
Stanley Kubrick,DIRECTING,2001: A Space Odyssey,False,1969,Male,White,Straight,Jewish,40
Richard Burton,ACTOR,Anne of the Thousand Days,False,1970,Male,White,Bisexual,Presbyterian,40
Dustin Hoffman,ACTOR,Midnight Cowboy,False,1970,Male,White,Straight,Jewish,30
Peter O'Toole,ACTOR,"Goodbye, Mr. Chips",False,1970,Male,White,Straight,Roman Catholic,30
Jon Voight,ACTOR,Midnight Cowboy,False,1970,Male,White,Straight,Roman Catholic,30
John Wayne,ACTOR,True Grit,True,1970,Male,White,Straight,Roman Catholic,60
Rupert Crosse,ACTOR IN A SUPPORTING ROLE,The Reivers,False,1970,Male,Black,Straight,Na,40
Elliott Gould,ACTOR IN A SUPPORTING ROLE,Bob & Carol & Ted & Alice,False,1970,Male,White,Straight,Jewish,30
Jack Nicholson,ACTOR IN A SUPPORTING ROLE,Easy Rider,False,1970,Male,White,Straight,Atheist,30
Anthony Quayle,ACTOR IN A SUPPORTING ROLE,Anne of the Thousand Days,False,1970,Male,White,Straight,Na,50
Gig Young,ACTOR IN A SUPPORTING ROLE,"They Shoot Horses, Don't They?",True,1970,Male,White,Straight,Na,50
Genevieve Bujold,ACTRESS,Anne of the Thousand Days,False,1970,Female,White,Straight,Roman Catholic,20
Jane Fonda,ACTRESS,"They Shoot Horses, Don't They?",False,1970,Female,White,Straight,Born-Again Christian,30
Liza Minnelli,ACTRESS,The Sterile Cuckoo,False,1970,Female,White,Na,Na,20
Jean Simmons,ACTRESS,The Happy Ending,False,1970,Female,White,Straight,Na,40
Maggie Smith,ACTRESS,The Prime of Miss Jean Brodie,True,1970,Female,White,Straight,Na,30
Catherine Burns,ACTRESS IN A SUPPORTING ROLE,Last Summer,False,1970,Female,White,Na,Na,20
Dyan Cannon,ACTRESS IN A SUPPORTING ROLE,Bob & Carol & Ted & Alice,False,1970,Female,White,Straight,Christian,30
Goldie Hawn,ACTRESS IN A SUPPORTING ROLE,Cactus Flower,True,1970,Female,White,Straight,Buddhist,20
Sylvia Miles,ACTRESS IN A SUPPORTING ROLE,Midnight Cowboy,False,1970,Female,White,Straight,Jewish,40
Susannah York,ACTRESS IN A SUPPORTING ROLE,"They Shoot Horses, Don't They?",False,1970,Female,White,Straight,Na,20
Arthur Penn,DIRECTING,Alice's Restaurant,False,1970,Male,White,Straight,Na,40
George Roy Hill,DIRECTING,Butch Cassidy and the Sundance Kid,False,1970,Male,White,Straight,Na,40
John Schlesinger,DIRECTING,Midnight Cowboy,True,1970,Male,White,Gay,Na,40
Sydney Pollack,DIRECTING,"They Shoot Horses, Don't They?",False,1970,Male,White,Straight,Jewish,30
Costa-Gavras,DIRECTING,Z,False,1970,Male,White,Straight,Na,30
Melvyn Douglas,ACTOR,I Never Sang for My Father,False,1971,Male,White,Straight,Jewish,60
James Earl Jones,ACTOR,The Great White Hope,False,1971,Male,Black,Straight,Na,40
Jack Nicholson,ACTOR,Five Easy Pieces,False,1971,Male,White,Straight,Atheist,30
Ryan O'Neal,ACTOR,Love Story,False,1971,Male,White,Straight,Na,20
George C. Scott,ACTOR,Patton,True,1971,Male,White,Straight,Na,40
Richard Castellano,ACTOR IN A SUPPORTING ROLE,Lovers and Other Strangers,False,1971,Male,White,Straight,Na,30
Chief Dan George,ACTOR IN A SUPPORTING ROLE,Little Big Man,False,1971,Male,American Aborigine,Na,Na,70
Gene Hackman,ACTOR IN A SUPPORTING ROLE,I Never Sang for My Father,False,1971,Male,White,Straight,Na,40
John Marley,ACTOR IN A SUPPORTING ROLE,Love Story,False,1971,Male,White,Straight,Na,60
John Mills,ACTOR IN A SUPPORTING ROLE,Ryan's Daughter,True,1971,Male,White,Straight,Na,60
Jane Alexander,ACTRESS,The Great White Hope,False,1971,Female,White,Straight,Na,30
Glenda Jackson,ACTRESS,Women in Love,True,1971,Female,White,Straight,Na,30
Ali MacGraw,ACTRESS,Love Story,False,1971,Female,White,Straight,Na,30
Sarah Miles,ACTRESS,Ryan's Daughter,False,1971,Female,White,Straight,Na,20
Carrie Snodgress,ACTRESS,Diary of a Mad Housewife,False,1971,Female,White,Straight,Na,20
Karen Black,ACTRESS IN A SUPPORTING ROLE,Five Easy Pieces,False,1971,Female,White,Straight,Na,30
Lee Grant,ACTRESS IN A SUPPORTING ROLE,The Landlord,False,1971,Female,White,Straight,Jewish,40
Helen Hayes,ACTRESS IN A SUPPORTING ROLE,Airport,True,1971,Female,White,Straight,Na,70
Sally Kellerman,ACTRESS IN A SUPPORTING ROLE,M*A*S*H,False,1971,Female,White,Straight,Na,30
Maureen Stapleton,ACTRESS IN A SUPPORTING ROLE,Airport,False,1971,Female,White,Straight,Roman Catholic,40
Federico Fellini,DIRECTING,Fellini Satyricon,False,1971,Male,White,Straight,Na,50
Arthur Hiller,DIRECTING,Love Story,False,1971,Male,White,Straight,Jewish,40
Robert Altman,DIRECTING,M*A*S*H,False,1971,Male,White,Straight,Atheist,40
Franklin J. Schaffner,DIRECTING,Patton,True,1971,Male,White,Straight,Na,50
Ken Russell,DIRECTING,Women in Love,False,1971,Male,White,Straight,Roman Catholic,40
Peter Finch,ACTOR,Sunday Bloody Sunday,False,1972,Male,White,Straight,Na,50
Gene Hackman,ACTOR,The French Connection,True,1972,Male,White,Straight,Na,40
Walter Matthau,ACTOR,Kotch,False,1972,Male,White,Straight,Jewish,50
George C. Scott,ACTOR,The Hospital,False,1972,Male,White,Straight,Na,40
Topol,ACTOR,Fiddler on the Roof,False,1972,Male,White,Straight,Jewish,30
Jeff Bridges,ACTOR IN A SUPPORTING ROLE,The Last Picture Show,False,1972,Male,White,Straight,Lutheran,20
Leonard Frey,ACTOR IN A SUPPORTING ROLE,Fiddler on the Roof,False,1972,Male,White,Gay,Jewish,30
Richard Jaeckel,ACTOR IN A SUPPORTING ROLE,Sometimes a Great Notion,False,1972,Male,White,Straight,Na,40
Ben Johnson,ACTOR IN A SUPPORTING ROLE,The Last Picture Show,True,1972,Male,White,Straight,Na,50
Roy Scheider,ACTOR IN A SUPPORTING ROLE,The French Connection,False,1972,Male,White,Straight,Na,30
Julie Christie,ACTRESS,McCabe & Mrs. Miller,False,1972,Female,White,Straight,Na,30
Jane Fonda,ACTRESS,Klute,True,1972,Female,White,Straight,Born-Again Christian,30
Glenda Jackson,ACTRESS,Sunday Bloody Sunday,False,1972,Female,White,Straight,Na,30
Vanessa Redgrave,ACTRESS,"Mary, Queen of Scots",False,1972,Female,White,Straight,Na,30
Janet Suzman,ACTRESS,Nicholas and Alexandra,False,1972,Female,White,Straight,Jewish,30
Ann-Margret,ACTRESS IN A SUPPORTING ROLE,Carnal Knowledge,False,1972,Female,White,Straight,Lutheran,30
Ellen Burstyn,ACTRESS IN A SUPPORTING ROLE,The Last Picture Show,False,1972,Female,White,Straight,Na,30
Barbara Harris,ACTRESS IN A SUPPORTING ROLE,Who Is Harry Kellerman and Why Is He Saying Those Terrible Things about Me?,False,1972,Female,White,Straight,Na,30
Cloris Leachman,ACTRESS IN A SUPPORTING ROLE,The Last Picture Show,True,1972,Female,White,Straight,Na,40
Margaret Leighton,ACTRESS IN A SUPPORTING ROLE,The Go-Between,False,1972,Female,White,Straight,Na,50
Stanley Kubrick,DIRECTING,A Clockwork Orange,False,1972,Male,White,Straight,Jewish,40
Norman Jewison,DIRECTING,Fiddler on the Roof,False,1972,Male,White,Straight,Na,40
William Friedkin,DIRECTING,The French Connection,True,1972,Male,White,Straight,Jewish,30
Peter Bogdanovich,DIRECTING,The Last Picture Show,False,1972,Male,White,Straight,Jewish,30
John Schlesinger,DIRECTING,Sunday Bloody Sunday,False,1972,Male,White,Gay,Na,40
Marlon Brando,ACTOR,The Godfather,True,1973,Male,White,Bisexual,Deist,40
Michael Caine,ACTOR,Sleuth,False,1973,Male,White,Straight,Na,30
Laurence Olivier,ACTOR,Sleuth,False,1973,Male,White,Bisexual,Na,60
Peter O'Toole,ACTOR,The Ruling Class,False,1973,Male,White,Straight,Roman Catholic,40
Paul Winfield,ACTOR,Sounder,False,1973,Male,Black,Gay,Na,30
Eddie Albert,ACTOR IN A SUPPORTING ROLE,The Heartbreak Kid,False,1973,Male,White,Straight,Na,60
James Caan,ACTOR IN A SUPPORTING ROLE,The Godfather,False,1973,Male,White,Straight,Jewish,30
Robert Duvall,ACTOR IN A SUPPORTING ROLE,The Godfather,False,1973,Male,White,Straight,Na,40
Joel Grey,ACTOR IN A SUPPORTING ROLE,Cabaret,True,1973,Male,White,Gay,Jewish,40
Al Pacino,ACTOR IN A SUPPORTING ROLE,The Godfather,False,1973,Male,White,Straight,Roman Catholic,30
Liza Minnelli,ACTRESS,Cabaret,True,1973,Female,White,Na,Na,20
Diana Ross,ACTRESS,Lady Sings the Blues,False,1973,Female,Black,Straight,Na,20
Maggie Smith,ACTRESS,Travels with My Aunt,False,1973,Female,White,Straight,Na,30
Cicely Tyson,ACTRESS,Sounder,False,1973,Female,Black,Straight,Na,40
Liv Ullmann,ACTRESS,The Emigrants,False,1973,Female,White,Straight,Na,30
Jeannie Berlin,ACTRESS IN A SUPPORTING ROLE,The Heartbreak Kid,False,1973,Female,White,Na,Na,20
Eileen Heckart,ACTRESS IN A SUPPORTING ROLE,Butterflies Are Free,True,1973,Female,White,Straight,Na,50
Geraldine Page,ACTRESS IN A SUPPORTING ROLE,Pete 'n' Tillie,False,1973,Female,White,Straight,Na,40
Susan Tyrrell,ACTRESS IN A SUPPORTING ROLE,Fat City,False,1973,Female,White,Straight,Na,20
Shelley Winters,ACTRESS IN A SUPPORTING ROLE,The Poseidon Adventure,False,1973,Female,White,Straight,Jewish,50
Bob Fosse,DIRECTING,Cabaret,True,1973,Male,White,Straight,Na,40
John Boorman,DIRECTING,Deliverance,False,1973,Male,White,Straight,Na,40
Jan Troell,DIRECTING,The Emigrants,False,1973,Male,White,Straight,Na,40
Francis Ford Coppola,DIRECTING,The Godfather,False,1973,Male,White,Straight,Na,30
Joseph L. Mankiewicz,DIRECTING,Sleuth,False,1973,Male,White,Straight,Jewish,60
Marlon Brando,ACTOR,Last Tango in Paris,False,1974,Male,White,Bisexual,Deist,40
Jack Lemmon,ACTOR,Save the Tiger,True,1974,Male,White,Straight,Roman Catholic,40
Jack Nicholson,ACTOR,The Last Detail,False,1974,Male,White,Straight,Atheist,30
Al Pacino,ACTOR,Serpico,False,1974,Male,White,Straight,Roman Catholic,30
Robert Redford,ACTOR,The Sting,False,1974,Male,White,Straight,Na,30
Vincent Gardenia,ACTOR IN A SUPPORTING ROLE,Bang the Drum Slowly,False,1974,Male,White,Straight,Na,50
Jack Gilford,ACTOR IN A SUPPORTING ROLE,Save the Tiger,False,1974,Male,White,Straight,Jewish,60
John Houseman,ACTOR IN A SUPPORTING ROLE,The Paper Chase,True,1974,Male,White,Straight,Na,70
Jason Miller,ACTOR IN A SUPPORTING ROLE,The Exorcist,False,1974,Male,White,Straight,Na,30
Randy Quaid,ACTOR IN A SUPPORTING ROLE,The Last Detail,False,1974,Male,White,Straight,Na,20
Ellen Burstyn,ACTRESS,The Exorcist,False,1974,Female,White,Straight,Na,40
Glenda Jackson,ACTRESS,A Touch of Class,True,1974,Female,White,Straight,Na,30
Marsha Mason,ACTRESS,Cinderella Liberty,False,1974,Female,White,Straight,Na,30
Barbra Streisand,ACTRESS,The Way We Were,False,1974,Female,White,Straight,Jewish,30
Joanne Woodward,ACTRESS,"Summer Wishes, Winter Dreams",False,1974,Female,White,Straight,Na,40
Linda Blair,ACTRESS IN A SUPPORTING ROLE,The Exorcist,False,1974,Female,White,Straight,Na,10
Candy Clark,ACTRESS IN A SUPPORTING ROLE,American Graffiti,False,1974,Female,White,Straight,Na,20
Madeline Kahn,ACTRESS IN A SUPPORTING ROLE,Paper Moon,False,1974,Female,White,Straight,Na,30
Tatum O'Neal,ACTRESS IN A SUPPORTING ROLE,Paper Moon,True,1974,Female,White,Straight,Na,10
Sylvia Sidney,ACTRESS IN A SUPPORTING ROLE,"Summer Wishes, Winter Dreams",False,1974,Female,White,Straight,Na,60
George Lucas,DIRECTING,American Graffiti,False,1974,Male,White,Straight,Methodist,20
Ingmar Bergman,DIRECTING,Cries and Whispers,False,1974,Male,White,Straight,Atheist,50
William Friedkin,DIRECTING,The Exorcist,False,1974,Male,White,Straight,Jewish,30
Bernardo Bertolucci,DIRECTING,Last Tango in Paris,False,1974,Male,White,Straight,Na,30
George Roy Hill,DIRECTING,The Sting,True,1974,Male,White,Straight,Na,50
Art Carney,ACTOR,Harry and Tonto,True,1975,Male,White,Straight,Na,50
Albert Finney,ACTOR,Murder on the Orient Express,False,1975,Male,White,Straight,Na,30
Dustin Hoffman,ACTOR,Lenny,False,1975,Male,White,Straight,Jewish,30
Jack Nicholson,ACTOR,Chinatown,False,1975,Male,White,Straight,Atheist,30
Al Pacino,ACTOR,The Godfather Part II,False,1975,Male,White,Straight,Roman Catholic,30
Fred Astaire,ACTOR IN A SUPPORTING ROLE,The Towering Inferno,False,1975,Male,White,Straight,Anglican/Episcopalian,70
Jeff Bridges,ACTOR IN A SUPPORTING ROLE,Thunderbolt and Lightfoot,False,1975,Male,White,Straight,Lutheran,20
Robert De Niro,ACTOR IN A SUPPORTING ROLE,The Godfather Part II,True,1975,Male,White,Straight,Roman Catholic,30
Michael V. Gazzo,ACTOR IN A SUPPORTING ROLE,The Godfather Part II,False,1975,Male,White,Na,Na,50
Lee Strasberg,ACTOR IN A SUPPORTING ROLE,The Godfather Part II,False,1975,Male,White,Straight,Jewish,70
Ellen Burstyn,ACTRESS,Alice Doesn't Live Here Anymore,True,1975,Female,White,Straight,Na,40
Diahann Carroll,ACTRESS,Claudine,False,1975,Female,Black,Straight,Na,30
Faye Dunaway,ACTRESS,Chinatown,False,1975,Female,White,Straight,Roman Catholic,30
Valerie Perrine,ACTRESS,Lenny,False,1975,Female,White,Straight,Na,30
Gena Rowlands,ACTRESS,A Woman under the Influence,False,1975,Female,White,Straight,Anglican/Episcopalian,40
Ingrid Bergman,ACTRESS IN A SUPPORTING ROLE,Murder on the Orient Express,True,1975,Female,White,Straight,Na,50
Valentina Cortese,ACTRESS IN A SUPPORTING ROLE,Day for Night,False,1975,Female,White,Straight,Na,50
Madeline Kahn,ACTRESS IN A SUPPORTING ROLE,Blazing Saddles,False,1975,Female,White,Straight,Na,30
Diane Ladd,ACTRESS IN A SUPPORTING ROLE,Alice Doesn't Live Here Anymore,False,1975,Female,White,Straight,Roman Catholic,30
Talia Shire,ACTRESS IN A SUPPORTING ROLE,The Godfather Part II,False,1975,Female,White,Straight,Roman Catholic,20
Roman Polanski,DIRECTING,Chinatown,False,1975,Male,White,Straight,Na,40
Francois Truffaut,DIRECTING,Day for Night,False,1975,Male,White,Straight,Na,40
Francis Ford Coppola,DIRECTING,The Godfather Part II,True,1975,Male,White,Straight,Na,30
Bob Fosse,DIRECTING,Lenny,False,1975,Male,White,Straight,Na,40
John Cassavetes,DIRECTING,A Woman under the Influence,False,1975,Male,White,Straight,Na,40
Walter Matthau,ACTOR,The Sunshine Boys,False,1976,Male,White,Straight,Jewish,50
Jack Nicholson,ACTOR,One Flew over the Cuckoo's Nest,True,1976,Male,White,Straight,Atheist,30
Al Pacino,ACTOR,Dog Day Afternoon,False,1976,Male,White,Straight,Roman Catholic,30
Maximilian Schell,ACTOR,The Man in the Glass Booth,False,1976,Male,White,Straight,Na,40
James Whitmore,ACTOR,"Give 'em Hell, Harry!",False,1976,Male,White,Straight,Na,50
George Burns,ACTOR IN A SUPPORTING ROLE,The Sunshine Boys,True,1976,Male,White,Straight,Jewish,80
Brad Dourif,ACTOR IN A SUPPORTING ROLE,One Flew over the Cuckoo's Nest,False,1976,Male,White,Straight,Na,20
Burgess Meredith,ACTOR IN A SUPPORTING ROLE,The Day of the Locust,False,1976,Male,White,Straight,Na,60
Chris Sarandon,ACTOR IN A SUPPORTING ROLE,Dog Day Afternoon,False,1976,Male,White,Straight,Na,30
Jack Warden,ACTOR IN A SUPPORTING ROLE,Shampoo,False,1976,Male,White,Straight,Na,50
Isabelle Adjani,ACTRESS,The Story of Adele H.,False,1976,Female,Multiracial,Straight,Na,20
Ann-Margret,ACTRESS,Tommy,False,1976,Female,White,Straight,Lutheran,30
Louise Fletcher,ACTRESS,One Flew over the Cuckoo's Nest,True,1976,Female,White,Straight,Na,40
Glenda Jackson,ACTRESS,Hedda,False,1976,Female,White,Straight,Na,30
Carol Kane,ACTRESS,Hester Street,False,1976,Female,White,Na,Jewish,20
Ronee Blakley,ACTRESS IN A SUPPORTING ROLE,Nashville,False,1976,Female,White,Straight,Na,30
Lee Grant,ACTRESS IN A SUPPORTING ROLE,Shampoo,True,1976,Female,White,Straight,Jewish,40
Sylvia Miles,ACTRESS IN A SUPPORTING ROLE,"Farewell, My Lovely",False,1976,Female,White,Straight,Jewish,50
Lily Tomlin,ACTRESS IN A SUPPORTING ROLE,Nashville,False,1976,Female,White,Lesbian,Baptist,30
Brenda Vaccaro,ACTRESS IN A SUPPORTING ROLE,Jacqueline Susann's Once Is Not Enough,False,1976,Female,White,Straight,Na,30
Federico Fellini,DIRECTING,Amarcord,False,1976,Male,White,Straight,Na,50
Stanley Kubrick,DIRECTING,Barry Lyndon,False,1976,Male,White,Straight,Jewish,40
Sidney Lumet,DIRECTING,Dog Day Afternoon,False,1976,Male,White,Straight,Jewish,50
Robert Altman,DIRECTING,Nashville,False,1976,Male,White,Straight,Atheist,50
Milos Forman,DIRECTING,One Flew over the Cuckoo's Nest,True,1976,Male,White,Straight,Na,40
Robert De Niro,ACTOR,Taxi Driver,False,1977,Male,White,Straight,Roman Catholic,30
Peter Finch,ACTOR,Network,True,1977,Male,White,Straight,Na,60
Giancarlo Giannini,ACTOR,Seven Beauties,False,1977,Male,White,Straight,Na,30
William Holden,ACTOR,Network,False,1977,Male,White,Straight,Na,50
Sylvester Stallone,ACTOR,Rocky,False,1977,Male,White,Straight,Roman Catholic,30
Ned Beatty,ACTOR IN A SUPPORTING ROLE,Network,False,1977,Male,White,Straight,Na,30
